text,replies,retweets,likes,views,author_name,author_handle,publication_time
PROMISING VACCINE NEWS: A COVID-19 vaccine developed by University of Oxford and Astra Zeneca triggered antibody and T cell responses in participants with no serious side effects. https://wb.md/2WGgFwH,12,427,619,0,WebMD,@WebMD,2020-07-20T19:00:02.000Z
Few million vaccine doses by Nov-Dec and 300 million doses by Jan-Mar 2021. Vaccine to be called #Covishield and to be distributed by Govt to for free. In case you missed #Newstrack interview on everything you wanted to know about the vaccine project. Link https://youtube.com/watch?v=AbSSuz-DhFc…,46,501,1.7K,0,Rahul Kanwal,@rahulkanwal,2020-07-20T19:00:02.000Z
"Thanks to relentless American innovators, ""the most advanced coronavirus vaccine candidates are moving into the final stages of testing, and could be ready for wider use before year’s end if results are positive,"" The Wall Street Journal reports.

MORE: http://45.wh.gov/qPpLTE",240,263,1K,0,The White House 45 Archived,@WhiteHouse45,2020-07-20T19:00:02.000Z
"BREAKING: Results from phase one of trials of a #COVID19 vaccine being developed at the University of Oxford, show it induces an immune reaction.

Sky's Sadiya Chowdhury has the latest.

Find out more here: https://trib.al/C7RzS4l",14,126,228,0,Sky News,@SkyNews,2020-07-20T19:00:02.000Z
"Promising news out of UK on treatment and vaccine research. Lancet says Oxford vaccine candidate: “The early stage trial finds that the vaccine is safe, causes few side effects, and induces strong immune responses in both parts of the immune system”",160,2.1K,7.8K,0,Richard Engel,@RichardEngel,2020-07-20T19:00:02.000Z
"My son works for v large coy his office is in London, he lives in Northampton & since #coronavirus struck & lock down started he has worked from home - he was told on Friday ALL home working will continue until JANUARY 2021 in anticipation of potential ‘second wave’! #SafetyFirst",117,616,1.1K,0,Lady Lawson of Nerja #FBPE,,2020-07-20T19:00:02.000Z
"I was delighted to see the nurse-led mass vaccination clinic in Dublin North. Using an interdisciplinary model of care, they have administered over 5,000 vaccines in only three weeks. This model of mass vaccine relies on the integration of local health,",24,95,582,0,CNO's Office,@chiefnurseIRE,2020-07-20T19:00:02.000Z
"PROMISING VACCINE NEWS: The first COVID-19 vaccine tested in humans brought about an immune response in every person in the test and did not have significant side effects, researchers report. https://wb.md/3eDGZ0y",10,352,563,0,WebMD,@WebMD,2020-07-20T19:00:02.000Z
"PROMISING VACCINE NEWS: The first COVID-19 vaccine tested in humans brought about an immune response in every person in the test and did not have significant side effects, researchers report. https://wb.md/3j9TowE",15,182,487,0,WebMD,@WebMD,2020-07-20T19:00:02.000Z
Working from home was estimated to be major factor in controlling early Hong Kong outbreaks (https://researchsquare.com/article/rs-34047/v1…). Continuing some WFH (where people are able to) could therefore help keep transmission down in places where epidemics have declined but are still ongoing.,8,236,414,0,Adam Kucharski,@adamjkucharski,2020-07-20T19:00:02.000Z
"There will be a big ripple effect from the Google announcement extending WFH to July 2021. Other companies will match. WFH, or hybrid, is the new normal.",10,64,349,0,Spencer Rascoff,@spencerrascoff,2020-07-20T19:00:02.000Z
"A coronavirus vaccine developed by AstraZeneca and the University of Oxford is undergoing early stages of testing. Results from a trial involving 1,077 people showed that the prospective vaccine created a dual immune response and did not cause any serious side effects",6,72,194,0,NowThis Impact,@nowthisimpact,2020-07-20T19:00:02.000Z
"VACCINE UPDATE: A vaccine against the new coronavirus, developed by the U.S. National Institutes of Health and Moderna Inc, has entered the final phase of testing. https://wb.md/3jRFQqj",8,67,161,0,WebMD,@WebMD,2020-07-20T19:00:02.000Z
Phase one of trials of the covid-19 vaccine being developed at the University of Oxford show it is safe and induces an immune reaction,193,1K,5.5K,0,Sky News Breaking,@SkyNewsBreak,2020-07-20T14:02:10.000Z
Possible but not certain COVID-19 vaccine rolled out this year: Oxford developer https://reuters.com/article/us-health-coronavirus-oxford-vaccine-gil-idUSKCN24M0OP?taid=5f16a9e0c3d9480001c44e16&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter…,18,107,211,0,Reuters,@Reuters,2020-07-20T14:02:10.000Z
"MORE from 
@VP
 @Mike_Pence
: “It is a week of hope and it is a week from promise” as #PhaseIII #vaccine studies kick off at nearly 90 sites across the country. 
@SteveFDA
: Volunteers are “true heroes” like the doctors and nurses.
@ABC
 @ABC11_WTVD
 @VPPressSec 
@rickklein
 #coronavirusNC",14,40,197,0,Jonah Kaplan,@JonahPKaplan,2020-07-20T14:02:10.000Z
"Vaccine Hopes !

- Moderna’s vaccine led patients to produce antibodies that can neutralize #Covid_19

- Data from early-stage trial of the experimental shot

- Phase 3 trials (30k patients) start July-27

- CDC Chief Fauci: “..data really looks quite good..""",7,67,246,0,Prashant Nair,@_prashantnair,2020-07-20T14:02:10.000Z
"Good News: Vaccine Coming!

Goal: Available by end 2020

Phase 3, blinded trial starts on 30,000 people

2 shots, 28-d apart

(This vaccine produced antibody levels higher than recovered COVID patients)

Goal to produce 500 million+ doses starting 2021!",73,2.2K,5.7K,0,"Faheem Younus, MD",@FaheemYounus,2020-07-20T14:02:10.000Z
"Now they're pushing facemasks in offices and public places in general. Each new step is a test to see if there is any push back. If there isn't, it's on to the next step. 

It ultimately ends with a mandatory vaccination for the entire planet.",124,511,1.2K,0,Gareth Icke,@garethicke,2020-07-20T14:02:10.000Z
भारत में कोरोना के बढते मामलों के मद्देनज़र सरकार का निर्देश - IT कंपनियों में अब 31 दिसंबर तक होगा वर्क फ्रॉम होम,4,23,195,0,Jyoti Taneja Bhasin,@jyotitanejab,2020-07-20T14:02:10.000Z
"On the day we saw Phase 1 results of one of the vaccine programs (requiring shots), the other promising path of a nasal or oral delivered (spritz) vaccine to achieve mucosal immunity is reviewed
https://nytimes.com/2020/07/14/health/coronavirus-nasal-vaccines.html… by 
@KatherineJWu
 via 
@VirusesImmunity",6,111,240,0,Eric Topol,@EricTopol,2020-07-20T14:02:10.000Z
"Prediction: 50% of folks who can work from home, will still work from home post vaccine",84,46,599,0,@jason,@Jason,2020-07-20T14:02:10.000Z
"#BREAKING : A #coronavirus vaccine developed by the University of Oxford appears safe and trains the immune system to fight #Covid19 

Trials involving 1,077 people showed the injection led to them making antibodies and white blood cells that can fight #coronavirus.",17,726,3.8K,0,Ramesh Bala,@rameshlaus,2020-07-20T14:02:10.000Z
"AI offices will function in full strength from 20th July. 'Work from Home' option can be considered for employees who are at higher risk due to medical conditions, pregnant women & employees in containment zones: Air India",10,30,376,0,ANI,@ANI,2020-07-20T14:02:10.000Z
"Vaccine details 2:

Phase 1 & 2 trials showed these vaccines are safe. But efficacy may fall ~50-75%. That’s ENOUGH to crush the pandemic

This means some people may still get COVID — a milder version — despite getting vaccinated. That’s expected and shouldn’t discourage us",31,813,3.3K,0,"Faheem Younus, MD",@FaheemYounus,2020-07-20T14:02:10.000Z
"From CNN's 
@jamieg
: Preliminary results of a Phase 1/2 trial of a coronavirus vaccine developed by the University of Oxford suggest that it is safe and induces an immune response. The vaccine provoked an antibody response within 28 days and a T-cell response within 14 days.",10,75,212,0,Natasha Chen,@NatashaChenCNN,2020-07-20T14:02:10.000Z
"PFIZER: BIONTECH COVID-19 VACCINE EXPECTED TO BE READY FOR APPROVAL BY OCTOBER END|| CO TO PROVIDE 1 BLN DOSES WORLD WIDE CUTTING RISK OF DEATH
#BreakingNews",37,351,782,0,First Squawk,@FirstSquawk,2020-07-20T14:02:10.000Z
"Vaccine details 1: 
Even though a vaccine may be FDA approved it may not reach the general population for another 6-12 months. Why? Because essential workers and high risk groups may get it first. 

Developing countries may have to wait longer.",44,454,1.4K,0,"Faheem Younus, MD",@FaheemYounus,2020-07-20T14:02:10.000Z
"CORONAVIRUS VACCINE BREAKTHROUGH AS OXFORD SCIENTISTS DISCOVER JAB WHICH COULD PROTECT AGAINST VIRUS FOR DECADES 

- VACCINE BY OXFORD SCIENTISTS MAY OFFER 'DOUBLE DEFENCE' AGAINST THE VIRUS - TELEGRAPH",17,170,542,0,First Squawk,@FirstSquawk,2020-07-20T14:02:10.000Z
"EXCELLENT News:

Oxford/AstraZeneca COVID vaccine could be here by Oct!

Phase 3 testing in 1000s of humans

Projected to be 80% effective in preventing severe disease

Pledged to produce 2 billion doses THIS YEAR!

Feeling good. This",227,5K,10K,0,"Faheem Younus, MD",@FaheemYounus,2020-07-16T02:13:46.000Z
"Working remotely from home *doesn’t* mean...

* you can’t take a sick or personal day
* you aren’t allowed to take breaks
* you should answer work messages 24/7
* you have to work non-stop",1,84,228,0,Doist,@doist,2020-07-16T02:13:46.000Z
"No reason to change working from home advice, UK's chief scientific adviser Sir Patrick Vallance says",49,263,678,0,BBC News (UK),@BBCNews,2020-07-16T02:13:46.000Z
"The chief scientific advisor has stated people should continue to work from home where they can. The government's ruling on this: ‘Go back to work. Perhaps? Your employer can decide. Who knows? But seriously, return to work. Maybe. We’ll see.’ 

Shambles. #DowningStreetBriefing",72,589,2.4K,0,Jonathan Pie,@JonathanPieNews,2020-07-16T02:13:46.000Z
"#BREAKING: Moderna’s experimental coronavirus vaccine moves to a large and decisive clinical trial after the latest study showed the shot induced the desired immune response - 
@WSJ",12,115,201,0,Amichai Stein,@AmichaiStein1,2020-07-16T02:13:46.000Z
$MRNA *MODERNA SAYS PHASE 3 VIRUS VACCINE TRIAL TO BEGIN ON JULY 27,18,106,203,0,Christian Fromhertz,@cfromhertz,2020-07-16T02:13:46.000Z
"Corona Virus Vaccine Developed. 

American National Institutes Of Health Sciences & Moderna Pharmaceutical Inc. announce that they have developed a vaccine for #Covid19

Moderna shares sky rocket on the exchange.

I have my fingers crossed. It’s a 2 dose vaccine.",32,96,735,0,Mir Mohammad Alikhan,@MirMAKOfficial,2020-07-16T02:13:46.000Z
"A COVID-19 vaccine candidate developed by the company Moderna and the NIH begins its final phase of testing today.

It could take as many as 30,000 volunteers — and the entire process will likely take months.
https://trib.al/Dhv2c29",14,108,190,0,NPR,@NPR,2020-07-16T02:13:46.000Z
"I've been saying Q3 2021 all along, based on the fact that OSW vaccines just beginning phase 3 trials now, and even that would be a world land speed record.  Dr. Fauci says it looks like Q2, he might be right, we'll see, but roughly middle of 2021....",25,141,287,0,Prof Peter Hotez MD PhD,@PeterHotez,2020-07-16T02:13:46.000Z
"I agree. Based on the timelines of companies going to launch the vaccine , it will take about a year before the vaccine will reach our shores. There’s no clear roadmap laid down by DOH and no aggressive measures being undertaken to arrest the viral transmission.",8,68,235,0,Tony Leachon MD,@DrTonyLeachon,2020-07-16T02:13:46.000Z
"Apple employees working remotely can now get tested for the coronavirus without leaving the house. The tech giant will ship Covid-19 test kits to its workers' homes, the company confirms. https://cnn.it/2CxfiJw",28,176,784,0,CNN,@CNN,2020-07-16T02:13:46.000Z
"Myth: Once COVID vaccine is approved, I will get my shot the same week/month

Fact: Unlikely. “When” you get a shot will depend upon your job, risk factors... and unfortunately, country of residence

Expect vaccine delivery to be asymmetric, globally. Plan now

Hope I’m wrong",19,196,1.1K,0,"Faheem Younus, MD",@FaheemYounus,2020-07-16T02:13:46.000Z
"Apple employees working remotely can now get tested for the coronavirus without leaving the house. The tech giant will ship Covid-19 test kits to its workers' homes, the company confirms. https://cnn.it/2ZnUGMN",16,58,234,0,CNN International,@cnni,2020-07-16T02:13:46.000Z
The BioNtech/Pfizer vaccine was one of the first in trials and produced a good immune response. The Valneva jab should go into trials in the Autumn.,5,54,175,0,Fergus Walsh,@BBCFergusWalsh,2020-07-16T02:13:46.000Z
"Mandatory vaccination will not involve officials coming to your house with guns & needles. They will simply prevent the unvaxxed from participating in regular life & you will have to take the shot if you wish to return to work, go to school, enter shops, received social benefits.",230,449,881,0,Michael,@HegKong,2020-07-16T02:13:46.000Z
"NEW: One of the early vaccine trials, Moderna, just published Phase 1 results as it now recruits in US hot spots. Interesting results on dosage & age but encouraging so far.

Here is everything you need to know about vaccines. Listen here.",13,116,342,0,Andy Slavitt,@ASlavitt,2020-07-16T02:13:46.000Z
BioNTech and Pfizer's COVID-19 vaccine shows potential in human trial,2,87,300,0,GMA Integrated News,@gmanews,2020-07-16T02:13:46.000Z
A Covid-19 vaccine developed by Moderna in partnership with the NIH has been found to induce immune responses in all of the volunteers who received it in a Phase 1 study. The vaccine is expected to begin a large Phase 3 trial later this month. https://cnn.it/2ZsmlMu,8,103,266,0,CNN International,@cnni,2020-07-16T02:13:46.000Z
We just got word that we are fully work from home until the end of this year. That takes such a burden off.,40,37,545,0,Lynn V,@lynnv378,2020-07-16T02:13:46.000Z
"If you’re working in digital anything, you should plan to work from home until at least Jan 1. Google might even be til Sunmer 2021.

Really consider that you’ll be in your apartment or home for the majority of the day for the rest of the year. Get what you need to stay healthy.",10,46,433,0,Jack Appleby,@jappleby,2020-07-16T02:13:46.000Z
"According to Adrian Hill, director of Oxford’s Jenner Institute, the new vaccine stimulated a strong immune response and appears to be well tolerated and safe",9,98,237,0,The Economist,@TheEconomist,2020-07-16T02:13:46.000Z
Google extends Work From Home until July 2021: 'Want to make sure you're taking care',7,66,541,0,Republic,@republic,2020-07-27T14:07:52.000Z
"A candidate vaccine against COVID-19 developed by the US federal government and Moderna, Inc., appears to be safe and to trigger an immune response..

Phase 3 trial with 30,000 participants is slated to begin on July 27th..

#CoronaVaccine",2,90,741,0,Ramesh Bala,@rameshlaus,2020-07-27T14:07:52.000Z
It's entirely rational for businesses which can work from home not to make their employees come in when we *don't know* what the 10-year or even two-year prognosis for someone who has had it who gets it again is (or even if they can get it again).,31,131,704,0,Stephen Bush,@stephenkb,2020-07-27T14:07:52.000Z
Corona vaccine unlikely to be widely available before mid-2021 --- Scientists said. OMG!  It means I have to stuck in an apartment without stepping outside  for another year!,31,17,253,0,taslima nasreen,@taslimanasreen,2020-07-27T14:07:52.000Z
"This #vaccine uses a chimpanzee adenovirus (common cold virus) and inserts genetic material from the #coronavirus spike protein, stimulating both antibodies AND killer T-cells, a type of white blood cell that helps the immune system destroy viral infections.

Fingers crossed!",32,62,417,0,"Dena Grayson, MD, PhD drdenagrayson.bsky.social",@DrDenaGrayson,2020-07-27T14:07:52.000Z
"Obvious divergence now btwn PM & pubhealth/sci advisors 
1/ PM says social distancing cld end in Nov. 
@CMO_England
 has said will need to cont at least til end of yr & perhaps until vaccine found
2/ PM changed advice of work from home as CSA says ‘absolutely no reason to change it",41,260,546,0,Beth Rigby,@BethRigby,2020-07-27T14:07:52.000Z
Excellent News...potentially !#Covid_19 Vaccine by Oct? Oxford’s Covid-19 Vaccine Is the Coronavirus Front-Runner - Bloomberg https://bloomberg.com/news/features/2020-07-15/oxford-s-covid-19-vaccine-is-the-coronavirus-front-runner…,19,40,252,0,Nasim Zehra,@NasimZehra,2020-07-27T14:07:52.000Z
"CDC needs to update guidelines asap. I am able to work from home, but employer had us begin working in office last week. 60-70 people in poorly ventilated old building. I worry for my health, my parents & my boys!  We wear masks, but aerosol means we should be working from home.",4,35,207,0,Jenn,@KC_GalPal,2020-07-27T14:07:52.000Z
"Our masters are considering ways to vaccinate us all with the COVID-19 vaccine. Full on compulsory vaccination would create an enormous backlash, therefore more subtle coercive measures like access only for the vaccinated to travel and work, are being considered.",40,111,216,0,Michael,@HegKong,2020-07-27T14:07:52.000Z
"How do you feel about working from home? 87% of professionals say they have grown to love the remote working arrangement. Have you?

#KFCOVID19 #remotework #workfromhome #careers",2,2,7,0,Korn_Ferry,@Korn_Ferry,2020-07-27T14:07:52.000Z
"Google is the first major U.S. company to formalize an extended Covid-19 timetable.

Employees can work from home until July 2021",,10,25,0,Bloomberg Originals,@bbgoriginals,2020-07-27T14:07:52.000Z
"From tomorrow, the government has set out its latest steps to relax shielding. People who are #shielding can return to work if they cannot work from home and the business is COVID secure. They can also visit shops and places of worship. Watch this video to find out more.",,2,,0,Cheshire East Council,@CheshireEast,2020-07-27T14:07:52.000Z
"Today, Friday 10 July 2020, I received my test results confirming that I have tested positive for COVID-19.

I am now in self-isolation, in line with the WHO protocols and will work from home over the next 14 days whilst monitoring my health.",726,942,1.6K,0,David Makhura,@David_Makhura,2020-07-27T14:07:52.000Z
"I’m still working from home during coronavirus. I go to random assignments here and there. But I got word I’ll have to be in court next week meaning:
1. I can’t wear sweatpants on the daily
2. Have to find clothes that fit post-coronavirus 
3. No dogs",3,,18,0,Allison Dunn,@AllisonDWrites,2020-07-27T14:07:52.000Z
"A recent 
@ONS
 survey shows the number of people working from home in Great Britain decreased between June and July.

From August the Government will be relaxing working from home guidance in England. What does this mean for employers and employees? http://ow.ly/Dnwz50AN7DV",,6,4,0,Commons Library,@commonslibrary,2020-07-31T11:15:11.000Z
The Top 10 Remote Tools For Working From Home During The Coronavirus Pandemic http://dlvr.it/RcltDs,,,,0,#hellomynameis Eve,@eveashwell,2020-07-31T11:15:11.000Z
Come join our amazing team! We are looking for a Staff Assistant.  Hours will be Monday-Friday 8am to 5pm within a USU Extension county office or working from home. This is a full-time benefited position. https://careers-usu.icims.com/jobs/2825/staff-assistant-ii/job?iis=Social+Networks&iieid=pt1596136866977f4978…,,1,1,0,Rural Online Initiative,@RemoteWorkUSU,2020-07-31T11:15:11.000Z
"The Top 10 Remote Tools For Working From Home During The #Coronavirus Pandemic https://buff.ly/3k2KK3Q
#workfromhomelife 
#business  by 
@jeffbullas",,,1,0,SCORE Mentors Greater Phoenix,@SCOREPhx,2020-07-31T11:15:11.000Z
The Top 10 Remote Tools For Working From Home During The Coronavirus Pandemic http://dlvr.it/RcltFX,,,,0,Lorenzo Corbo,@LorenzoCorbo,2020-07-31T11:15:11.000Z
"Covid has proven to the world that: 

you dont HAVE to learn in a school

you dont HAVE to work from an office

and 

EVERYONE can bake sourdough bread at home",10,7,119,0,domm,@domm,2020-07-31T11:15:11.000Z
"The three agreements mean England, Scotland, Wales, and Northern Ireland would have enough doses to vaccinate priority groups, such as health and social care workers and those at increased risk of serious complications or death from the #coronavirus",31,178,301,0,Sky News,@SkyNews,2020-07-31T11:15:11.000Z
"A #coronavirus vaccine being developed by scientists at Oxford University induces an immune response to the disease, according to the first phase of human trials.

Click below  to find out more",42,204,467,0,Sky News,@SkyNews,2020-07-31T11:15:11.000Z
"#Covid vaccine - two injections in a span of 28 days, and the vaccine has created enough antibodies against the virus in our body .",8,63,1K,0,Prashanth Rangaswamy,@itisprashanth,2020-07-31T11:15:11.000Z
"A coronavirus vaccine called ChAdOx1 nCoV-19 developed by the University of Oxford appears safe & triggers an immune response. Trials involving 1,077 people showed the injection led to them making antibodies & T-cells that can fight Covid-19.",6,65,474,0,PRIYANKA,@priyankachopra,2020-07-31T11:15:11.000Z
"HIIII! Cowonaviwus vaccine devewoped by Oxfowd Univewsity appeaws safe and twains da immune system, key eawwy twiaws show x3
https://bbc.co.uk/news/uk-53469839…",7,125,449,0,Bweaking NuwuS,@BBCBweaking,2020-07-31T11:15:11.000Z
"Coronavirus: Final-stage vaccine trials to begin this month  | More here: https://bit.ly/2ZvOdiW
#CitiNewsroom",4,45,217,0,CITI FM 97.3,@Citi973,2020-07-31T11:15:11.000Z
"Who could use some good news?

Phase 2 trials for the coronavirus vaccine were VERY STRONG. Insignificant toxicity, and strong efficacy with producing antibodies. 

Phase 3 starts July 27th! Even if our politicians are inept, our scientists are not.",5,59,265,0,Brianna Wu,@BriannaWu,2020-07-24T21:12:17.000Z
"VACCINE: U.S. FDA gives 'fast track' status to Pfizer and BioNTech's Covid-19 vaccine candidates to speed up the development.

The companies expect to start Phase 2b/3 trials with up to 30,000 participants.",13,198,1K,0,Norbert Elekes,@NorbertElekes,2020-07-24T21:12:17.000Z
"The administration has made unprecedented investments in leading vaccine candidates 

Multiple vaccine candidates are already in, or near, Phase 3 clinical trials, including AstraZeneca, Moderna, and Pfizer

Through American innovation we will defeat this virus once and for all!",12,27,122,0,White House Rapid Response 45 Archived,@WHRpdResponse45,2020-07-24T21:12:17.000Z
".
@VP
 Pence says FDA cleared way for first phase-three #CovidVaccine clinical trial in the US. 

30k Americans have signed up for to participate in the trial. 

Pence says goal is to manufacture “hundreds of millions of doses by this Fall and to have them available by next year.”",23,48,289,0,Musadiq Bidar,@Bidar411,2020-07-24T21:12:17.000Z
"Breaking News:

""A coronavirus vaccine developed by the 
@UniofOxford
 appears safe and trains the immune system.

Trials involving around 1,077 people showed the injection led to them making antibodies and white blood cells that can fight coronavirus.""
 https://bbc.com/news/uk-53469839…",8,69,291,0,Amit Paranjape,@aparanjape,2020-07-24T21:12:17.000Z
"Don't expect first COVID-19 vaccinations until early 2021: WHO
 https://indianexpress.com/article/coronavirus/dont-expect-first-covid-19-vaccinations-until-early-2021-who-6519256/… via 
@IndianExpress",6,41,177,0,Prashant Kanojia,@KanojiaPJ,2020-07-24T21:12:17.000Z
"Taps on the wrist from watch haptics. You walk back to your desk and slide your laptop onto the docking mat, ready to work.

It’s a message from genomics. You are a carrier of super-spreader gene TR8. They offer a “transition” plan to work from home.

You know it’s a termination.",8,14,187,0,SwiftOnSecurity,@SwiftOnSecurity,2020-07-24T21:12:17.000Z
"We didn’t have a vaccine deal a week ago and we still don’t have one today. It’s also come out that if we do find a vaccine, it’s not guaranteed to be manufactured here in Australia. It’s all just spin, announcements typical of #ScottyFromMarketing not Scotty from Manufacturing",69,570,1.3K,0,Chris Bowen,@Bowenchris,2020-08-26T03:14:05.000Z
"Hope hope hope!!

For the first time in 2020, I can see the light at the end of the tunnel.

I went to visit the actual place where they conduct Covid-19 Vaccine Trials in Abu Dhabi, UAE.

I am so honored to see this in person, and I am honored to be able to show it to you.",43,1.2K,2.5K,0,Nuseir Yassin,@nasdaily,2020-08-26T03:14:05.000Z
"President 
@realDonaldTrump
 just announced that we've reached an agreement with Moderna to manufacture and deliver 100 million doses of their COVID-19 vaccine candidate!

There are now 3 vaccine candidates in Phase 3—the final stage of trials!",1.1K,1.3K,5.6K,0,The White House 45 Archived,@WhiteHouse45,2020-08-26T03:14:05.000Z
"Vaccine Unknowns

Will millions of doses be available in a timely fashion? Will there be enough glass vials? Will the vaccine need -60C for transport? Will people require 1 or 2 doses? All unknowns...

But: We’re doing something in 15 months that used to take 15 years! See below",19,223,769,0,"Faheem Younus, MD",@FaheemYounus,2020-08-26T03:14:05.000Z
"I guess it's good to be boss. Gov. Whitmer flew to meet with Joe Biden for VP interview, but she's ordered the rest of us to do: ""Remote work. Any work that is capable of being performed remotely must be performed remotely"" [EO 160]; & EO 161 restricts nonessential biz travel.",32,85,209,0,Ingrid Jacques,@Ingrid_Jacques,2020-08-10T22:06:42.000Z
"The preliminary data shows the shot is safe and well-tolerated

""The vaccine is safe,"" Dr. Savita Verma, the in-charge of the trial at PGI Rohtak, said, adding that ""We have not observed any adverse events in any of the volunteers at our site""",6,107,465,0,NewsBytes,@NewsBytesApp,2020-08-10T22:06:42.000Z
"Researchers said that even people who have been infected should get vaccinated whenever a vaccine becomes available

They added, ""Patients with previous COVID-19 infection should also comply with epidemiological control measures such as universal masking and social distancing""",7,78,180,0,NewsBytes,@NewsBytesApp,2020-08-10T22:06:42.000Z
Moderna’s coronavirus shot wants to transform your body into a vaccine-making machine,292,1K,1.1K,0,Businessweek,@BW,2020-08-10T22:06:42.000Z
"The ChAdOx1 nCoV-19 vaccine against SARS-CoV-2, which is currently undergoing human clinical trials in the UK, elicits an immune response and reduces the viral load in macaques exposed to SARS-CoV-2, according to a Nature paper. https://go.nature.com/2XoMZoi",3,126,289,0,Nature Portfolio,@NaturePortfolio,2020-08-10T22:06:42.000Z
"BREAKING: 
@whoop
 is the first wearable globally to be used in a Phase III Covid-19 Vaccine trial. We have partnered w G42 Healthcare to provide health monitoring for 1,000s of participants.",5,35,183,0,Will Ahmed,@willahmed,2020-08-10T22:06:42.000Z
A paper in Nature reports the pre-clinical assessment of the SARS-CoV-2 vaccine mRNA-1273 in a mouse mode. The vaccine is shown to protect mice from viral replication for more than 3 months following a prime/boost regimen and challenge. https://go.nature.com/2DlFh7y,3,99,203,0,Nature Portfolio,@NaturePortfolio,2020-08-10T22:06:42.000Z
"The future of working from home: Japanese convenience store chain begins testing remote-controlled robot staff 

""Model-T is remote controlled by a human equipped with a VR set using their 'Augmented Workforce Platform.'""

Source: https://soranews24.com/2020/08/29/japanese-convenience-store-chain-begins-testing-remote-controlled-robot-staff-in-tokyo/…",166,1.2K,2.3K,0,Steve Stewart-Williams,@SteveStuWill,2020-08-10T22:06:42.000Z
How to Find Remote Work: On Getting the Elusive Work-From-Home Job http://bitchesgetriches.com/how-to-find-remote-work-on-getting-the-elusive-work-from-home-job/… #WFH,,,3,0,Bitches Get Riches,@BitchesGetRich,2020-08-10T22:06:42.000Z
"This might seem a little nutty, but here are the different devices I’m currently piloting for work-from-home video conferencing for remote teams.

From bottom left: 2020 MacBook Air, Facebook Portal+, cheap Chromebook, 1st gen iPad Pro, Nest Hub Max

Anything else I should try?",15,1,23,0,Brenden Mulligan,@mulligan,2020-08-10T22:06:42.000Z
".
@Sysco
 is working behind the scenes to make meals away from home possible. 

When COVID-19 altered meals away from home, Sysco pivoted to 
@MicrosoftTeams
 to keep delivering food to restaurants, healthcare facilities, and more. Learn how: https://msft.it/6012TS720 #ModernWork",,4,17,0,Microsoft 365,@Microsoft365,2020-08-10T22:06:42.000Z
"Working from home or called back into the office?  Kids returning to school?  Zooming all day?  Join us TOMORROW to learn techniques for managing in these stressful times! No membership required.  https://limeconnect.com/healingseries
#Burnout #Stress #Backtowork  #WFH #BackToSchool #COVID",,,1,0,Lime Connect,@limeconnect,2020-08-31T16:35:03.000Z
"Is it time to kiss the office goodbye? The upsides of remote work are winning the hearts of employees — and their bosses.

https://buff.ly/2YQxTse #remoteworking #homeoffice #WFH #upside #WorkLifeBalance",,,,0,Anne Bibb,@annebibb,2020-08-31T16:35:03.000Z
"This summer, students studied DNA at home with guidance from Rutgers–Camden researchers. Their work could lead to methods for rapidly diagnosing illnesses, including COVID-19. https://go.rutgers.edu/xg32kyuq 

#RutgersResearch",,1,7,0,Rutgers–Camden,@Rutgers_Camden,2020-08-31T16:35:03.000Z
"We're working on a project at the Bo Remand Home with the German Embassy to improve conditions in light of #COVID-19. Part of the project includes interior renovation work and murals, completed with help from the children. The results of this participatory project look amazing!",1,3,8,0,AdvocAid,@advocaid,2020-08-31T16:35:03.000Z
"Working from home comes with a set of new challenges, especially for organizations that are new to being remote.
@sarahfruy
 is revealing #agile principles your team should adopt to keep production moving smoothly. 
http://ow.ly/NclV50BdG2E",,1,3,0,Pantheon,@getpantheon,2020-08-31T16:35:03.000Z
"Our favorite bakery is closing so we bought an unnecessary sheet cake. Kids wanted 
@Octonauts
. We thought we should be honest with the messaging and acknowledge the important role that the Netflix show plays in our ability to work from home in the era of COVID. #SciMomJourneys",1,4,35,0,"Gretchen Goldman, PhD",@GretchenTG,2020-08-31T16:35:03.000Z
"A Searingly Honest Tech CEO Tells The Truth About Working From Home

 #Tech CEOs all know how to handle this #leadership-during-coronavirus thing, right? Or do they? One CEO admits to the vast difficulties

https://zd.net/2Gd4G4r",,2,1,0,Marsha Collier,@MarshaCollier,2020-08-31T16:35:03.000Z
"New Data on Remote work during Covid-19  The average workday increased by 48.5 minutes, as did the number of meetings (up 13%).  Burnout anyone?",23,135,377,0,Christelle Rohaut,@chrisrohaut,2020-08-31T16:35:03.000Z
"In a first in India, RPG allows all sales employees to now work from home permanently http://ecoti.in/3U-13Y via 
@economictimes",273,739,4.4K,0,Harsh Goenka,@hvgoenka,2020-08-31T16:35:03.000Z
"An RNA vaccine candidate for SARS-CoV-2, BNT162b1, is shown to induce a robust immune response in healthy adults aged 18–55 years in an interim report of a phase 1/2 clinical trial published in Nature. https://go.nature.com/2F8lQ2v",1,169,325,0,Nature Portfolio,@NaturePortfolio,2020-08-31T16:35:03.000Z
